Cidades,Geocode
goioerê,4318424.0
goiânia,4318432.0
governador valadares,4318440.0
gravatal,4318457.0
gravataí,4318465.0
guapimirim,4318481.0
guaraniaçu,4318507.0
guarapari,4318606.0
guarapuava,4318614.0
guararapes,4318622.0
guarujá,4318705.0
guarulhos,4318804.0
guaíba,4318903.0
guaíra,4319000.0
guimarânia,4319109.0
hidrolândia,4319125.0
horizonte,4319158.0
hortolândia,4319208.0
ibaiti,4319307.0
ibema,4319356.0
icó,4319364.0
igaracy,4319372.0
iguaba grande,4319406.0
ilhéus,4319505.0
imbituba,4319604.0
imperatriz,4319703.0
indaial,4319711.0
indaiatuba,4319752.0
ipaporanga,4319802.0
ipatinga,4319901.0
ipiaú,4320008.0
ipubi,4320107.0
iracemápolis,4320206.0
irati,4320263.0
iretama,4320305.0
itabaiana,4320321.0
itabira,4320354.0
itaboraí,4320404.0
itabuna,4320453.0
itacoatiara,4320503.0
itagibá,4320552.0
itaguaí,4320578.0
itaitinga,4320651.0
itaituba,4320677.0
itajaí,4320701.0
itajuípe,4320800.0
itamaraju,4320859.0
itanhaém,4320909.0
itapajé,4321006.0
itapecerica da serra,4321105.0
itapema,4321204.0
itapemirim,4321303.0
itapetinga,4321329.0
itapevi,4321352.0
itapipoca,4321402.0
itapira,4321436.0
itapiranga,4321451.0
itaquaquecetuba,4321469.0
itararé,4321477.0
itororó,4321493.0
itu,4321501.0
itumbiara,4321600.0
itupeva,4321626.0
ivoti,4321667.0
jaboatão dos guararapes,4321709.0
jaboticabal,4321808.0
jaguaribe,4321832.0
jaguariúna,4321857.0
jaguaruna,4321907.0
jaraguá do sul,4321956.0
jaru,4322004.0
jataí,4322103.0
jaú,4322152.0
jequié,4322186.0
ji-paraná,4322202.0
joaçaba,4322251.0
joinville,4322301.0
josé bonifácio,4322327.0
joão pessoa,4322350.0
juazeiro do norte,4322376.0
juazeiro,4322400.0
juiz de fora,4322509.0
junco do seridó,4322525.0
jundiaí,4322533.0
lages,4322541.0
lagoa da prata,4322558.0
laguna,4322608.0
lajeado,4322707.0
lapa,4322806.0
lavras,4322855.0
lençóis paulista,4322905.0
leópolis,4323002.0
limeira,4323101.0
linhares,4323200.0
londrina,4323309.0
louveira,4323358.0
lucas do rio verde,4323408.0
luziânia,4323457.0
luís gomes,4323507.0
macapá,4323606.0
macaé,4323705.0
macaíba,4323754.0
maceió,4323770.0
mafra,4323804.0
magé,5000203.0
mairiporã,5000252.0
manacapuru,5000609.0
manaus,5000708.0
mandirituba,5000807.0
mangaratiba,5000856.0
manhuaçu,5000906.0
marabá,5001003.0
maracanaú,5001102.0
maranguape,5001243.0
marau,5001508.0
marechal cândido rondon,5001904.0
marechal deodoro,5002001.0
mariana,5002100.0
maringá,5002159.0
marituba,5002209.0
mariópolis,5002308.0
marília,5002407.0
matinhos,5002605.0
matão,5002704.0
mauriti,5002803.0
mauá,5002902.0
medeiros neto,5002951.0
medianeira,5003108.0
miguel pereira,5003157.0
mogi guaçu,5003207.0
mogi das cruzes,5003256.0
monte alegre,5003306.0
morro da fumaça,5003454.0
mossoró,5003488.0
muriaé,5003504.0
nanuque,5003702.0
natal,5003751.0
navegantes,5003801.0
nilópolis,5003900.0
niterói,5004007.0
nossa senhora da glória,5004106.0
nova andradina,5004304.0
nova friburgo,5004403.0
nova iguaçu,5004502.0
nova lima,5004601.0
nova monte verde,5004700.0
nova mutum,5004809.0
nova odessa,5004908.0
nova palma,5005004.0
nova soure,5005103.0
nova veneza,5005152.0
novo airão,5005202.0
novo hamburgo,5005251.0
novo progresso,5005400.0
oiapoque,5005608.0
orlândia,5005681.0
osasco,5005707.0
osório,5005806.0
palhoça,5006002.0
palmares,5006200.0
palmas,5006259.0
palmas,5006275.0
palmeira,5006309.0
papanduva,5006358.0
paranaguá,5006408.0
paranaiguara,5006606.0
paranavaí,5006903.0
parauapebas,5007109.0
paraí,5007208.0
paraíba do sul,5007307.0
pariquera-açu,5007406.0
parnamirim,5007505.0
parnaíba,5007554.0
passa e fica,5007695.0
passo fundo,5007703.0
pato branco,5007802.0
patos de minas,5007901.0
patos,5007935.0
patrocínio,5007950.0
paulista,5007976.0
paulo lopes,5008008.0
paulínia,5008305.0
peabiru,5008404.0
pedras grandes,5100102.0
pelotas,5100201.0
penápolis,5100250.0
pescaria brava,5100300.0
petrolina,5100359.0
petrópolis,5100409.0
pinhão,5100508.0
piracicaba,5100607.0
pirajuí,5100805.0
piratini,5101001.0
pojuca,5101209.0
pomerode,5101258.0
ponta grossa,5101308.0
ponta porã,5101407.0
porciúncula,5101605.0
porto acre,5101704.0
porto alegre,5101803.0
porto belo,5101852.0
porto feliz,5101902.0
porto real do colégio,5102504.0
porto seguro,5102603.0
porto velho,5102637.0
pouso alegre,5102678.0
poá,5102686.0
poços de caldas,5102694.0
prado,5102702.0
praia grande,5102793.0
promissão,5102850.0
propriá,5103007.0
quatiguá,5103056.0
quatro barras,5103106.0
quixadá,5103205.0
rancho queimado,5103254.0
recife,5103304.0
resende,5103353.0
ribeirão pires,5103361.0
ribeirão preto,5103379.0
rio bonito,5103403.0
rio branco do sul,5103437.0
rio branco,5103452.0
rio claro,5103502.0
rio grande,5103601.0
rio negro,5103700.0
rio verde de mato grosso,5103809.0
rio verde,5103858.0
rio das ostras,5103908.0
rio de janeiro,5103957.0
rolante,5104104.0
rolândia,5104203.0
rondonópolis,5104500.0
sabará,5104526.0
salto de pirapora,5104542.0
salvador,5104559.0
sant'ana do livramento,5104609.0
santa branca,5104807.0
santa cruz cabrália,5104906.0
santa isabel,5105002.0
santa luzia,5105101.0
santa maria,5105150.0
santa quitéria,5105176.0
santa rosa,5105200.0
santa teresa,5105234.0
santana de parnaíba,5105259.0
santana do paraíso,5105309.0
santarém,5105507.0
santiago,5105580.0
santo andré,5105606.0
santo antônio da patrulha,5105622.0
santo antônio do monte,5105903.0
santo antônio,5106000.0
santos,5106109.0
sapiranga,5106158.0
sapucaia do sul,5106174.0
sarandi,5106182.0
senador canedo,5106190.0
serafina corrêa,5106208.0
seropédica,5106216.0
serra branca,5106224.0
serra do salitre,5106232.0
serra,5106240.0
sete lagoas,5106257.0
siderópolis,5106265.0
sidrolândia,5106273.0
silvânia,5106281.0
simões filho,5106299.0
sinop,5106307.0
sobral,5106315.0
sombrio,5106372.0
sooretama,5106422.0
sorocaba,5106455.0
sousa,5106505.0
suzano,5106703.0
são bernardo do campo,5106752.0
são caetano do sul,5106778.0
são domingos do sul,5106802.0
são domingos,5106828.0
são francisco do sul,5106851.0
são gabriel,5107008.0
são geraldo do araguaia,5107040.0
são gonçalo do amarante,5107065.0
são gonçalo,5107107.0
são josé de mipibu,5107156.0
são josé de ribamar,5107180.0
são josé do divino,5107198.0
são josé do rio pardo,5107206.0
são josé do rio preto,5107248.0
são josé dos campos,5107263.0
são josé dos pinhais,5107297.0
são josé,5107305.0
são joão del rei,5107354.0
são leopoldo,5107404.0
são lourenço da mata,5107578.0
são lourenço do oeste,5107602.0
são ludgero,5107701.0
são luís de montes belos,5107743.0
são luís,5107750.0
são manoel do paraná,5107768.0
são manuel,5107776.0
são mateus,5107792.0
são paulo,5107800.0
são pedro da aldeia,5107859.0
são pedro,5107875.0
são roque do canaã,5107883.0
são sebastião do caí,5107909.0
são sebastião,5107925.0
são vicente,5107941.0
taboão da serra,5107958.0
tangará da serra,5108006.0
taquara,5108055.0
taquari,5108105.0
tatuí,5108204.0
taubaté,5108303.0
teixeira de freitas,5108352.0
telêmaco borba,5108402.0
teresina,5108501.0
teresópolis,5108600.0
terra boa,5108857.0
terra rica,5108907.0
tianguá,5108956.0
tibau,5200050.0
tijucas,5200100.0
timbé do sul,5200134.0
timon,5200159.0
timóteo,5200175.0
toledo,5200209.0
torres,5200258.0
tramandaí,5200308.0
trindade,5200555.0
três lagoas,5200605.0
três rios,5200803.0
tubarão,5200852.0
tucuruí,5200902.0
uberaba,5201108.0
uberlândia,5201207.0
umuarama,5201306.0
unaí,5201405.0
união da vitória,5201454.0
uruguaiana,5201603.0
urussanga,5201702.0
uruçuca,5201801.0
utinga,5202155.0
valença,5202353.0
valinhos,5202502.0
valparaíso de goiás,5202601.0
vargem grande paulista,5202809.0
varginha,5203104.0
verê,5203203.0
viamão,5203302.0
viana,5203401.0
vila maria,5203500.0
vila velha,5203559.0
vinhedo,5203575.0
vitória da conquista,5203609.0
vitória,5203807.0
volta redonda,5203906.0
votorantim,5203939.0
votuporanga,5204003.0
várzea grande,5204102.0
águas lindas de goiás,5204201.0
águas de lindóia,5204250.0
abaetetuba,5204300.0
acrelândia,5204409.0
adamantina,5204508.0
adustina,5204607.0
afonso cláudio,5204656.0
agudos,5204706.0
alagoinhas,5204805.0
alcinópolis,5204854.0
alegrete,5204904.0
alfenas,5204953.0
aliança,5205000.0
alta floresta,5205059.0
altamira,5205109.0
alto rio novo,5205208.0
alvorada,5205307.0
americana,5205406.0
ananindeua,5205455.0
angra dos reis,5205471.0
anta gorda,5205497.0
anápolis,5205513.0
aparecida de goiânia,5205521.0
apodi,5205703.0
aquiraz,5205802.0
aracaju,5205901.0
aracati,5206206.0
aracruz,5206305.0
araguari,5206404.0
araguaína,5206503.0
arapongas,5206602.0
araranguá,5206701.0
araraquara,5206800.0
araruama,5206909.0
araruna,5207105.0
araucária,5207253.0
araçatuba,5207352.0
arcos,5207402.0
areia branca,5207501.0
arraial do cabo,5207535.0
arroio do sal,5207600.0
arujá,5207808.0
assis chateaubriand,5207907.0
assis,5208004.0
atibaia,5208103.0
açailândia,5208152.0
açu,5208301.0
bagé,5208400.0
balneário camboriú,5208509.0
balsa nova,5208608.0
barbacena,5208707.0
barcarena,5208806.0
barra mansa,5208905.0
barra do piraí,5209101.0
barra do rocha,5209150.0
barra,5209200.0
barreiras,5209408.0
barueri,5209457.0
batayporã,5209606.0
bauru,5209705.0
baía formosa,5209804.0
beberibe,5209903.0
belmonte,5209937.0
belo horizonte,5209952.0
belo jardim,5210000.0
belém,5210109.0
benevides,5210158.0
bento gonçalves,5210208.0
betim,5210307.0
biguaçu,5210406.0
blumenau,5210562.0
boa esperança,5210604.0
boa vista,5210802.0
boca do acre,5210901.0
bom despacho,5211008.0
bom jesus de goiás,5211206.0
bonfim,5211305.0
botucatu,5211404.0
brasília,5211503.0
braço do norte,5211602.0
brodowski,5211701.0
brumado,5211800.0
brusque,5211909.0
cabedelo,5212006.0
cabo de santo agostinho,5212055.0
cachoeira paulista,5212105.0
cachoeira do sul,5212204.0
cachoeira,5212303.0
cachoeirinha,5212501.0
cachoeiro de itapemirim,5212600.0
caicó,5212709.0
cajamar,5212808.0
caldas novas,5212907.0
camaquã,5212956.0
camaragibe,5213004.0
camaçari,5213053.0
camboriú,5213087.0
cambé,5213103.0
campestre de goiás,5213400.0
campina grande do sul,5213509.0
campina grande,5213707.0
campinas,5213756.0
campo belo,5213772.0
campo bom,5213806.0
campo grande,5213855.0
campo largo,5213905.0
campo maior,5214002.0
campo mourão,5214051.0
campo novo do parecis,5214101.0
campos altos,5214408.0
campos dos goytacazes,5214507.0
canarana,5214606.0
candeias,5214705.0
canelinha,5214804.0
canguçu,5214838.0
canindé,5214861.0
canoas,5214879.0
cantá,5214903.0
capela,5215009.0
capitólio,5215207.0
capão da canoa,5215231.0
caraúbas,5215256.0
cariacica,5215306.0
cariús,5215405.0
carlos barbosa,5215504.0
carmo da cachoeira,5215603.0
carmo do cajuru,5215652.0
caruaru,5215702.0
cascavel,5215801.0
castanhal,5215900.0
castelo,5216007.0
castro,5216304.0
catalão,5216403.0
catu,5216452.0
caucaia,5216809.0
caxias do sul,5216908.0
ceará-mirim,5217104.0
cedral,5217203.0
cerro grande do sul,5217302.0
chapadão do sul,5217401.0
chapecó,5217609.0
charqueadas,5217708.0
chopinzinho,5218003.0
cianorte,5218052.0
cidade ocidental,5218102.0
coaraci,5218300.0
colatina,5218391.0
conceição do jacuípe,5218508.0
conde,5218607.0
contagem,5218706.0
contenda,5218789.0
cornélio procópio,5218805.0
coronel fabriciano,5218904.0
cotia,5219001.0
cravinhos,5219100.0
criciúma,5219209.0
cruzeiro do sul,5219258.0
cuiabá,5219308.0
curitiba,5219357.0
diadema,5219407.0
dianópolis,5219456.0
dias d'ávila,5219506.0
divinópolis,5219605.0
dois irmãos,5219704.0
dom pedrito,5219712.0
dourados,5219738.0
dracena,5219753.0
duque de caxias,5219803.0
eldorado do sul,5219902.0
embu das artes,5220009.0
erechim,5220058.0
esmeraldas,5220108.0
esteio,5220157.0
estrela,5220207.0
estância velha,5220405.0
eusébio,5220454.0
extrema,5220504.0
farias brito,5220603.0
farroupilha,5220686.0
faxinal,5220702.0
fazenda rio grande,5221007.0
feira de santana,5221080.0
ferraz de vasconcelos,5221197.0
florianópolis,5221304.0
fortaleza,5221403.0
fortim,5221452.0
foz do iguaçu,5221502.0
franca,5221551.0
francisco beltrão,5221577.0
francisco morato,5221601.0
franco da rocha,5221700.0
fundão,5221809.0
gandu,5221858.0
garibaldi,5221908.0
gaspar,5222005.0
goiana,5222054.0
goianésia do pará,5222203.0
goianésia,5222302.0
goioerê,5300108.0
